original_id,lima_0,lima_1,lima_10,lima_11,lima_12,lima_13,lima_14,lima_15,lima_16,lima_17,lima_18,lima_19,lima_2,lima_3,lima_4,lima_5,lima_6,lima_7,lima_8,lima_9
lima_0,704.572021484375,7.378687858581543,11.461466789245605,12.120821952819824,18.128650665283203,22.09963607788086,6.780462265014648,44.812889099121094,27.1175479888916,13.710808753967285,22.57977294921875,21.729381561279297,26.238412857055664,5.326206684112549,-2.6265037059783936,35.678165435791016,30.13915252685547,7.959303379058838,6.076345443725586,8.485946655273438
lima_1,-3.7311606407165527,197.4666290283203,12.230676651000977,13.620668411254883,10.96601390838623,0.25261667370796204,5.1980390548706055,26.114070892333984,15.929282188415527,9.757660865783691,8.133455276489258,6.573664665222168,-1.5833008289337158,-5.860562801361084,-2.444476366043091,5.129814147949219,15.37905216217041,-12.913932800292969,5.850689888000488,5.51517391204834
lima_10,24.27939796447754,7.0663957595825195,690.9420776367188,21.412389755249023,9.884799003601074,26.556270599365234,9.6879243850708,33.06745910644531,28.441953659057617,29.322429656982422,9.918931007385254,17.08521842956543,19.193981170654297,6.010207653045654,-1.2153595685958862,21.6072998046875,13.291118621826172,15.296870231628418,44.94965362548828,0.306384801864624
lima_11,11.7650728225708,8.633123397827148,11.026361465454102,275.7226867675781,4.089410305023193,-1.3365057706832886,10.57133674621582,32.076053619384766,29.813339233398438,9.991891860961914,1.2253738641738892,-0.8754366040229797,16.728965759277344,4.716887950897217,15.499038696289062,20.712608337402344,16.657939910888672,13.541715621948242,11.69798469543457,9.997188568115234
lima_12,22.049468994140625,5.885385513305664,6.101056098937988,1.37965726852417,282.6848449707031,-4.566418647766113,17.27578353881836,33.57353591918945,23.106266021728516,1.961984634399414,4.333669185638428,31.534881591796875,19.186174392700195,-4.832310676574707,7.066749572753906,7.814498424530029,11.54504680633545,4.8264007568359375,-3.169100046157837,0.7322615385055542
lima_13,37.22331237792969,11.87612247467041,17.52644157409668,7.855900764465332,57.62143325805664,380.7686767578125,-4.262121677398682,68.31832885742188,35.38873291015625,11.544576644897461,14.263381958007812,16.682079315185547,14.653450012207031,22.35793685913086,-2.4796347618103027,5.00730037689209,35.0980224609375,6.769524574279785,34.62336349487305,20.33060646057129
lima_14,4.918538570404053,4.930911540985107,10.846545219421387,9.903999328613281,16.727094650268555,12.83899211883545,458.2245788574219,28.426015853881836,50.470035552978516,11.161834716796875,11.46436882019043,17.788528442382812,0.8545839190483093,-2.1637983322143555,0.1889939308166504,24.33809471130371,0.40553539991378784,-5.581326961517334,26.8894100189209,-10.534446716308594
lima_15,40.74693298339844,18.66517448425293,29.513675689697266,24.577552795410156,50.15913772583008,32.227481842041016,39.01460647583008,547.2998657226562,71.61119079589844,19.9455509185791,27.825580596923828,25.61403465270996,53.93973922729492,0.41693198680877686,15.009769439697266,31.623775482177734,40.51980972290039,10.406205177307129,47.46843719482422,2.686373233795166
lima_16,40.143882751464844,14.668742179870605,23.587146759033203,26.58838653564453,6.9332146644592285,31.908891677856445,35.974327087402344,68.80843353271484,783.2783203125,32.69096755981445,9.085127830505371,35.04938507080078,13.432008743286133,9.141352653503418,11.337858200073242,67.49158477783203,23.455007553100586,7.400437355041504,34.52352523803711,9.427513122558594
lima_17,8.321189880371094,1.3928093910217285,9.488236427307129,3.398845911026001,12.877096176147461,0.26992660760879517,1.323110818862915,9.783303260803223,5.8430023193359375,569.8729248046875,10.957796096801758,15.750617027282715,23.34700584411621,7.131196022033691,-2.547755241394043,-7.429474353790283,11.035873413085938,20.93702507019043,-4.053281784057617,2.733386993408203
lima_18,18.57925033569336,16.498960494995117,20.147613525390625,-0.8574912548065186,11.744307518005371,33.86616897583008,23.50877571105957,37.79677963256836,7.427265167236328,19.7420597076416,490.74102783203125,22.303861618041992,-11.144927978515625,0.6751483678817749,-5.244327545166016,27.630970001220703,24.77873992919922,1.3857389688491821,14.295143127441406,16.489852905273438
lima_19,38.157859802246094,-0.20141053199768066,18.030929565429688,8.031257629394531,38.34476852416992,41.2355842590332,25.50565528869629,44.52577209472656,29.998001098632812,23.30715560913086,30.649259567260742,461.54510498046875,18.358428955078125,18.065994262695312,0.7234365940093994,25.28569984436035,42.265525817871094,-3.3390579223632812,2.70864200592041,2.8538737297058105
lima_2,11.600287437438965,3.028653144836426,1.3671717643737793,13.539258003234863,26.363849639892578,8.902583122253418,-0.03374910354614258,57.088409423828125,9.473382949829102,28.9201602935791,-1.7464383840560913,14.742986679077148,969.9454345703125,7.783431529998779,11.206382751464844,10.060827255249023,34.411643981933594,24.06516456604004,-6.019721508026123,7.92432975769043
lima_3,11.619701385498047,5.798282623291016,3.8754396438598633,7.839434623718262,4.011533260345459,4.318990707397461,2.835279703140259,4.953933238983154,5.441373348236084,6.783520698547363,10.922560691833496,8.567089080810547,9.424976348876953,302.02728271484375,0.15079966187477112,-10.278310775756836,10.037503242492676,-2.9549176692962646,1.1519224643707275,7.397279739379883
lima_4,-4.73512601852417,9.952347755432129,10.070466995239258,4.822364807128906,21.3754940032959,-14.444586753845215,3.535282611846924,10.81888198852539,5.006685256958008,7.8108062744140625,5.715991497039795,3.5287652015686035,11.523465156555176,8.553664207458496,391.0196533203125,-4.5576982498168945,19.579172134399414,5.981080532073975,-8.241119384765625,12.041378021240234
lima_5,35.708309173583984,6.1068572998046875,44.0860710144043,27.776365280151367,-4.665828227996826,-0.6682161092758179,38.655757904052734,39.731910705566406,44.56915283203125,20.284038543701172,10.857760429382324,12.356987953186035,18.841432571411133,-22.90141487121582,-19.44154167175293,850.7683715820312,11.472454071044922,14.804815292358398,43.66241455078125,7.645507335662842
lima_6,47.73102951049805,11.199708938598633,11.276490211486816,11.333444595336914,32.11701202392578,17.013669967651367,9.316428184509277,46.624778747558594,25.53654670715332,18.31207275390625,25.60270881652832,30.506025314331055,23.724992752075195,6.236112594604492,13.38181209564209,9.3975830078125,401.0898132324219,-1.6161831617355347,16.108760833740234,1.9350229501724243
lima_7,1.8339409828186035,-0.4921987056732178,11.860613822937012,22.419803619384766,3.8033628463745117,10.511544227600098,-6.994000434875488,10.885842323303223,14.551204681396484,36.84911346435547,20.367788314819336,-5.377535343170166,18.387514114379883,1.1517835855484009,-4.126722812652588,11.712789535522461,11.201861381530762,716.9190673828125,29.263286590576172,12.942163467407227
lima_8,20.193172454833984,5.914026737213135,19.22946548461914,17.907567977905273,37.58267593383789,33.88138961791992,-0.9213340878486633,85.78636169433594,21.777252197265625,8.87547492980957,19.847267150878906,13.428481101989746,17.89127540588379,9.632110595703125e-05,2.154094696044922,4.304285049438477,20.153493881225586,16.2464656829834,747.252197265625,-17.746976852416992
lima_9,7.369258880615234,2.516998052597046,0.4474341869354248,13.041274070739746,-4.545436382293701,1.2223252058029175,3.4035797119140625,13.241622924804688,7.360149383544922,8.274215698242188,5.459808826446533,-1.302293062210083,-11.043789863586426,5.662501335144043,6.940201759338379,8.012882232666016,22.923490524291992,9.811179161071777,3.9144327640533447,352.4052429199219
