original_id,lima_0,lima_1,lima_10,lima_11,lima_12,lima_13,lima_14,lima_15,lima_16,lima_17,lima_18,lima_19,lima_2,lima_20,lima_21,lima_22,lima_23,lima_24,lima_3,lima_4,lima_5,lima_6,lima_7,lima_8,lima_9
lima_18,18.579280853271484,16.498958587646484,20.147628784179688,-0.8574780225753784,11.744295120239258,33.866172790527344,23.508792877197266,37.796775817871094,7.42726993560791,19.742069244384766,490.74102783203125,22.30385971069336,-11.144940376281738,42.825157165527344,16.699678421020508,12.514758110046387,5.409170627593994,-11.54061508178711,0.6751450300216675,-5.244357109069824,27.630979537963867,24.778732299804688,1.385724663734436,14.295147895812988,16.48986053466797
lima_19,38.15789031982422,-0.20142173767089844,18.030948638916016,8.031259536743164,38.344783782958984,41.23557662963867,25.50564193725586,44.5257568359375,29.998004913330078,23.307170867919922,30.649263381958008,461.54510498046875,18.358409881591797,35.896854400634766,19.685592651367188,7.296857833862305,5.240381717681885,12.911273002624512,18.065969467163086,0.7234436273574829,25.28569984436035,42.265533447265625,-3.339047431945801,2.70865797996521,2.853881359100342
lima_2,11.600292205810547,3.028646469116211,1.3671458959579468,13.539258003234863,26.363847732543945,8.902565956115723,-0.03376615047454834,57.08841323852539,9.47336196899414,28.920169830322266,-1.7464277744293213,14.742993354797363,969.9454345703125,24.151315689086914,7.087301254272461,10.242234230041504,14.164464950561523,26.98198890686035,7.783421516418457,11.206354141235352,10.060834884643555,34.41166687011719,24.065170288085938,-6.019709587097168,7.924307823181152
lima_20,47.078433990478516,21.253557205200195,39.1617317199707,9.849864959716797,25.890169143676758,19.23006820678711,-4.467153549194336,69.35031127929688,26.408079147338867,12.990338325500488,-8.59106159210205,17.454452514648438,39.880435943603516,540.6632080078125,16.926469802856445,13.44556999206543,-20.9338321685791,16.356576919555664,-5.5973801612854,3.4917140007019043,20.15399932861328,33.37480163574219,16.803565979003906,21.951583862304688,-7.920715808868408
lima_21,4.683438301086426,7.213682651519775,-2.5717580318450928,6.439770698547363,14.16334056854248,8.30759334564209,17.30677604675293,9.440523147583008,13.640705108642578,3.982020378112793,11.159765243530273,13.596426010131836,9.498623847961426,9.339227676391602,428.54644775390625,3.878972053527832,11.800190925598145,14.120260238647461,3.356844663619995,9.126913070678711,22.630775451660156,8.190237998962402,6.06154727935791,-12.287217140197754,1.6326197385787964
lima_22,18.240140914916992,7.522063732147217,5.309564590454102,-4.674439430236816,11.539522171020508,25.722944259643555,-0.5040082931518555,30.168182373046875,12.417675018310547,6.6909499168396,2.3582992553710938,0.2014639973640442,10.908327102661133,-7.788193702697754,4.202548027038574,218.16693115234375,-2.019721269607544,9.697270393371582,-0.5093458890914917,10.528525352478027,-10.652570724487305,5.387441635131836,10.915121078491211,23.937292098999023,-1.0271731615066528
lima_23,-12.592301368713379,5.777341842651367,-11.554220199584961,-7.05845308303833,6.295623302459717,-0.8848695755004883,9.410074234008789,-3.8017468452453613,-8.624104499816895,-9.46063232421875,-0.16542427241802216,7.851268768310547,2.503676414489746,-11.53344440460205,-1.453881025314331,-9.769771575927734,676.56396484375,-23.976247787475586,-6.710986614227295,9.76025390625,2.2615208625793457,-23.519908905029297,-0.19691872596740723,11.793802261352539,10.864262580871582
lima_24,3.936950445175171,-6.017433166503906,9.776134490966797,6.101120948791504,13.255064010620117,3.9324870109558105,-4.420635223388672,17.5756893157959,30.023191452026367,19.563325881958008,-0.21437713503837585,12.467279434204102,21.51593780517578,0.09031200408935547,17.74901008605957,8.435379028320312,-2.5361170768737793,1178.277099609375,16.585092544555664,28.744003295898438,-3.4289650917053223,4.7628703117370605,33.59771728515625,1.4234250783920288,1.0647739171981812
lima_3,11.619696617126465,5.798284530639648,3.8754384517669678,7.83942174911499,4.011526107788086,4.3189897537231445,2.8352670669555664,4.953939437866211,5.44137716293335,6.783526420593262,10.922552108764648,8.56710147857666,9.4249849319458,-16.229124069213867,9.104670524597168,-3.350097894668579,0.34378641843795776,7.5688652992248535,302.02728271484375,0.15080760419368744,-10.278313636779785,10.037506103515625,-2.9549293518066406,1.1519347429275513,7.397284030914307
lima_4,-4.7351508140563965,9.95235538482666,10.070460319519043,4.8223557472229,21.375511169433594,-14.444575309753418,3.535287618637085,10.818894386291504,5.006678581237793,7.810797214508057,5.715991973876953,3.528768301010132,11.523480415344238,16.540990829467773,0.3147391080856323,2.889211654663086,7.3785176277160645,26.449474334716797,8.553662300109863,391.01971435546875,-4.5576934814453125,19.579145431518555,5.981092929840088,-8.24112319946289,12.041376113891602
lima_5,35.70830154418945,6.106866836547852,44.08601379394531,27.776371002197266,-4.665837287902832,-0.6682371497154236,38.65576171875,39.73187255859375,44.56916046142578,20.284072875976562,10.857744216918945,12.356998443603516,18.8414249420166,53.40670394897461,8.918475151062012,17.433420181274414,-5.93951416015625,-16.17604637145996,-22.901426315307617,-19.44154167175293,850.7683715820312,11.472464561462402,14.804847717285156,43.66239547729492,7.645527362823486
lima_6,47.73103332519531,11.199701309204102,11.276504516601562,11.33344554901123,32.11703872680664,17.013654708862305,9.316436767578125,46.624778747558594,25.53655433654785,18.312076568603516,25.60270118713379,30.506011962890625,23.7249698638916,17.31658363342285,5.6050896644592285,12.508185386657715,0.6075022220611572,13.742127418518066,6.236114501953125,13.381819725036621,9.397591590881348,401.0897521972656,-1.6161903142929077,16.108741760253906,1.935006022453308
lima_7,1.8339394330978394,-0.49219775199890137,11.860647201538086,22.419801712036133,3.8033742904663086,10.511547088623047,-6.993995189666748,10.885842323303223,14.55121898651123,36.84910583496094,20.367788314819336,-5.377535343170166,18.387502670288086,10.76863956451416,9.704061508178711,-7.094595909118652,15.646801948547363,16.940988540649414,1.1517845392227173,-4.126725196838379,11.712806701660156,11.201845169067383,716.9189453125,29.26327896118164,12.942153930664062
lima_8,20.19317626953125,5.913989067077637,19.229490280151367,17.90757179260254,37.58271789550781,33.88138961791992,-0.9213563203811646,85.78639221191406,21.777263641357422,8.87550163269043,19.84728240966797,13.42848014831543,17.89128303527832,9.161128997802734,-2.4286386966705322,5.060513496398926,-10.604842185974121,3.0080859661102295,0.00010704994201660156,2.154090404510498,4.304305553436279,20.153467178344727,16.2464656829834,747.2520751953125,-17.747005462646484
lima_9,7.369260787963867,2.51699161529541,0.44743120670318604,13.041275024414062,-4.545430660247803,1.2223124504089355,3.403578758239746,13.241641998291016,7.3601603507995605,8.274222373962402,5.459816932678223,-1.3022990226745605,-11.04377555847168,-4.474695205688477,-3.2128589153289795,-11.169539451599121,21.894489288330078,15.046674728393555,5.66249942779541,6.940196514129639,8.012880325317383,22.92349624633789,9.811169624328613,3.91442608833313,352.4052734375
