original_id,lima_0,lima_1,lima_10,lima_11,lima_12,lima_13,lima_14,lima_15,lima_16,lima_17,lima_18,lima_19,lima_2,lima_20,lima_21,lima_22,lima_23,lima_24,lima_3,lima_4,lima_5,lima_6,lima_7,lima_8,lima_9
lima_0,704.572021484375,7.3787126541137695,11.461472511291504,12.120843887329102,18.128660202026367,22.099651336669922,6.7804670333862305,44.812896728515625,27.117549896240234,13.71082878112793,22.579788208007812,21.72940444946289,26.238433837890625,24.999439239501953,9.435754776000977,38.203731536865234,-7.927289009094238,12.953508377075195,5.326206207275391,-2.6265006065368652,35.67814636230469,30.139144897460938,7.9593024253845215,6.076352119445801,8.485955238342285
lima_1,-3.731161594390869,197.46661376953125,12.230670928955078,13.62067699432373,10.965998649597168,0.2526186406612396,5.198043346405029,26.11407470703125,15.929287910461426,9.757644653320312,8.133452415466309,6.573680877685547,-1.5832892656326294,19.927227020263672,3.247100353240967,3.6186704635620117,11.439322471618652,-1.8103221654891968,-5.860558032989502,-2.4444751739501953,5.129817962646484,15.379051208496094,-12.913933753967285,5.85068941116333,5.515170097351074
lima_10,24.279422760009766,7.066383361816406,690.9420166015625,21.412416458129883,9.884793281555176,26.556272506713867,9.687911987304688,33.06746292114258,28.441938400268555,29.322425842285156,9.91894817352295,17.085216522216797,19.19396209716797,2.4870049953460693,6.487628936767578,3.546934127807617,-21.288673400878906,19.2796573638916,6.010195732116699,-1.2153396606445312,21.607282638549805,13.291111946105957,15.29686450958252,44.949649810791016,0.30638062953948975
lima_11,11.765070915222168,8.633123397827148,11.026328086853027,275.72265625,4.089409351348877,-1.3365159034729004,10.571333885192871,32.076053619384766,29.81334686279297,9.991886138916016,1.2253860235214233,-0.8754222393035889,16.728960037231445,22.180356979370117,5.9530205726623535,-7.414209842681885,-8.613759994506836,1.93239426612854,4.716887950897217,15.499017715454102,20.712614059448242,16.657930374145508,13.541714668273926,11.697988510131836,9.997160911560059
lima_12,22.04946517944336,5.885390758514404,6.101058483123779,1.3796632289886475,282.6847839355469,-4.566440582275391,17.275787353515625,33.57352066040039,23.106273651123047,1.9619746208190918,4.333669662475586,31.53487205505371,19.186187744140625,14.765646934509277,11.132609367370605,7.9886884689331055,4.821065902709961,9.577396392822266,-4.832302093505859,7.066734790802002,7.81449556350708,11.545050621032715,4.826409816741943,-3.169084072113037,0.7322440147399902
lima_13,37.22330856323242,11.876126289367676,17.526445388793945,7.855904579162598,57.62143325805664,380.7686462402344,-4.262109756469727,68.3183364868164,35.388736724853516,11.544571876525879,14.263383865356445,16.682092666625977,14.653428077697754,5.159300327301025,28.942590713500977,11.760522842407227,2.491128921508789,24.647293090820312,22.357919692993164,-2.4796245098114014,5.007325649261475,35.098018646240234,6.769522190093994,34.62337112426758,20.330625534057617
lima_14,4.918516159057617,4.930920600891113,10.846548080444336,9.9039945602417,16.727079391479492,12.83898639678955,458.2245788574219,28.426021575927734,50.470035552978516,11.16182804107666,11.464367866516113,17.78852653503418,0.8545976281166077,10.454468727111816,12.224355697631836,15.37692642211914,16.687843322753906,-9.462499618530273,-2.163801670074463,0.18899250030517578,24.338125228881836,0.4055387079715729,-5.581319808959961,26.889402389526367,-10.53442096710205
lima_15,40.746978759765625,18.6651668548584,29.51369285583496,24.577558517456055,50.15916442871094,32.22748565673828,39.014591217041016,547.2999267578125,71.6111831665039,19.945568084716797,27.82558250427246,25.614084243774414,53.93975067138672,57.41252136230469,9.476490020751953,5.450103759765625,-8.17799186706543,16.436389923095703,0.4169480800628662,15.00977611541748,31.623798370361328,40.519832611083984,10.40621566772461,47.46842956542969,2.6863720417022705
lima_16,40.14387893676758,14.668761253356934,23.5871524810791,26.588407516479492,6.933221340179443,31.908910751342773,35.97435760498047,68.8084487915039,783.2782592773438,32.69095230102539,9.085123062133789,35.04939270019531,13.432025909423828,38.04679870605469,16.444591522216797,18.99445343017578,-17.695768356323242,57.24317169189453,9.141353607177734,11.337867736816406,67.49162292480469,23.45500946044922,7.400418281555176,34.52354049682617,9.42754077911377
lima_17,8.321195602416992,1.392811894416809,9.48824691772461,3.3988356590270996,12.877090454101562,0.2699265778064728,1.323102355003357,9.783293724060059,5.843019962310791,569.8728637695312,10.957809448242188,15.750615119934082,23.347007751464844,-0.24401985108852386,4.395822048187256,5.7851243019104,-18.045238494873047,25.078073501586914,7.131202697753906,-2.547748565673828,-7.429479122161865,11.035872459411621,20.93702507019043,-4.053280830383301,2.7334065437316895
