original_id,lima_0,lima_1,lima_10,lima_11,lima_12,lima_13,lima_14,lima_2,lima_3,lima_4,lima_5,lima_6,lima_7,lima_8,lima_9
lima_0,704.572021484375,7.37869930267334,11.461453437805176,12.120829582214355,18.128658294677734,22.099632263183594,6.780461311340332,26.23842430114746,5.326208114624023,-2.6264970302581787,35.678165435791016,30.13915252685547,7.959312915802002,6.0763444900512695,8.485969543457031
lima_1,-3.7311644554138184,197.46664428710938,12.230683326721191,13.620667457580566,10.9660062789917,0.2526187300682068,5.198030948638916,-1.5832996368408203,-5.860561847686768,-2.4444804191589355,5.129805564880371,15.37905216217041,-12.913926124572754,5.850710868835449,5.515173435211182
lima_10,24.279390335083008,7.06636905670166,690.94189453125,21.41240692138672,9.88481616973877,26.556264877319336,9.6879301071167,19.193984985351562,6.010214328765869,-1.2153257131576538,21.607288360595703,13.291133880615234,15.296858787536621,44.94965362548828,0.3063981831073761
lima_11,11.765068054199219,8.633110046386719,11.026342391967773,275.7226867675781,4.08941125869751,-1.3365198373794556,10.571332931518555,16.728960037231445,4.716890811920166,15.499028205871582,20.712614059448242,16.65793228149414,13.541709899902344,11.697982788085938,9.997177124023438
lima_12,22.049467086791992,5.885393142700195,6.101056098937988,1.3796727657318115,282.684814453125,-4.566431045532227,17.275787353515625,19.186182022094727,-4.832313060760498,7.066745281219482,7.814511775970459,11.545047760009766,4.826401710510254,-3.16910457611084,0.7322402596473694
lima_13,37.223297119140625,11.87612247467041,17.526439666748047,7.855901718139648,57.621429443359375,380.7686767578125,-4.262112140655518,14.653443336486816,22.357942581176758,-2.479624032974243,5.00731086730957,35.09801483154297,6.769527912139893,34.623382568359375,20.330617904663086
lima_14,4.918516159057617,4.930913925170898,10.846528053283691,9.904004096984863,16.727094650268555,12.838985443115234,458.2245788574219,0.8545944094657898,-2.1638033390045166,0.18899685144424438,24.338115692138672,0.40554508566856384,-5.58132266998291,26.889389038085938,-10.534429550170898
lima_2,11.600287437438965,3.0286452770233154,1.3671133518218994,13.539262771606445,26.36385726928711,8.90256404876709,-0.03374135494232178,969.9453125,7.783430099487305,11.206363677978516,10.060847282409668,34.411643981933594,24.065174102783203,-6.019708633422852,7.924315929412842
lima_3,11.619707107543945,5.798288345336914,3.8754539489746094,7.839427947998047,4.011524677276611,4.318994045257568,2.835275173187256,9.424981117248535,302.0272521972656,0.15080878138542175,-10.278300285339355,10.037517547607422,-2.9549152851104736,1.1519312858581543,7.397275924682617
lima_4,-4.735145092010498,9.95235538482666,10.070475578308105,4.822360992431641,21.375505447387695,-14.44458293914795,3.5352869033813477,11.52346420288086,8.553668022155762,391.0196533203125,-4.557683944702148,19.579172134399414,5.9810943603515625,-8.241121292114258,12.041361808776855
lima_5,35.70832824707031,6.106870174407959,44.086021423339844,27.776386260986328,-4.665828704833984,-0.6682454347610474,38.6557502746582,18.841445922851562,-22.901418685913086,-19.441516876220703,850.768310546875,11.472469329833984,14.80485725402832,43.662384033203125,7.645510196685791
lima_6,47.731056213378906,11.199695587158203,11.276506423950195,11.333457946777344,32.117034912109375,17.013671875,9.316427230834961,23.724994659423828,6.236123085021973,13.381816864013672,9.39758586883545,401.0898132324219,-1.6161850690841675,16.1087646484375,1.9350183010101318
lima_7,1.8339327573776245,-0.49219727516174316,11.86062240600586,22.419803619384766,3.803359031677246,10.511542320251465,-6.993984699249268,18.38748550415039,1.1517890691757202,-4.126737594604492,11.712828636169434,11.201841354370117,716.9189453125,29.26327896118164,12.942150115966797
lima_8,20.193147659301758,5.914011478424072,19.2294921875,17.907569885253906,37.58266067504883,33.881378173828125,-0.9213413000106812,17.891279220581055,9.238719940185547e-05,2.1540963649749756,4.3042893409729,20.153480529785156,16.246479034423828,747.2520751953125,-17.746980667114258
lima_9,7.3692522048950195,2.517000198364258,0.44743824005126953,13.041269302368164,-4.545435428619385,1.2223182916641235,3.4035797119140625,-11.043790817260742,5.662505626678467,6.9401984214782715,8.012879371643066,22.923480987548828,9.811168670654297,3.9144132137298584,352.4052429199219
